"reference","treatment","stimulation","pvalue","Metadata_Plate","featureName","effectSize","direction","referenceMean","treatmentMean","referenceN","treatmentN","qvalue"
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Correlation_Correlation_BODIPYRNA_DNA",0.801783725737273,"dec",0.0592846364599963,-1.23614398827269,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Correlation_K_DNA_Mito",0.801783725737273,"inc",0.206173704736574,1.23614398827269,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Correlation_Overlap_BODIPYRNA_Mito",0.801783725737273,"inc",0.0982800725786577,1.23614398827269,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Intensity_MassDisplacement_BODIPYRNA",0.801783725737273,"inc",0.297137139148364,1.23614398827269,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_AreaShape_Area",0.801783725737273,"inc",-1.01761868889655,0.931904611387926,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_AreaShape_MaximumRadius",0.801783725737273,"inc",-0.549060047886139,1.14735042148312,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_BODIPYRNA_DNA",0.801783725737273,"dec",0.500451052188219,-1.23614398827269,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Correlation_K_BODIPYRNA_DNA",0.801783725737273,"inc",0.258141703029702,1.23614398827269,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Correlation_Overlap_AGP_BODIPYRNA",0.801783725737273,"dec",-0.454701848187018,-1.23614398827269,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Correlation_Overlap_BODIPYRNA_Mito",0.801783725737273,"dec",-0.454701848187018,-1.23614398827269,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Granularity_5_Mito",0.801783725737273,"inc",-1.37955249110571,-0.542506006083675,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Granularity_6_Mito",0.801783725737273,"inc",-1.37955249110571,-0.542506006083675,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_RadialDistribution_FracAtD_BODIPYRNA_1of4",0.801783725737273,"inc",0.40503077130628,1.23614398827269,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_RadialDistribution_FracAtD_BODIPYRNA_3of4",0.801783725737273,"dec",-0.353062773013151,-1.23614398827269,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_RadialDistribution_RadialCV_AGP_1of4",0.801783725737273,"dec",1.37955249110571,0.466276699703275,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_Contrast_Mito_10_03_256",0.801783725737273,"inc",-0.81876162232684,0.71670318405662,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_Correlation_AGP_10_01_256",0.801783725737273,"inc",-1.37955249110571,0.264797079759863,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_Correlation_AGP_10_03_256",0.801783725737273,"dec",0.829430362036753,-0.597814954369013,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_Correlation_AGP_20_01_256",0.801783725737273,"inc",-1.37955249110571,0.0762293063804,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_Correlation_AGP_20_03_256",0.801783725737273,"dec",0.597167458072827,-0.644664295759995,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_Correlation_AGP_5_01_256",0.801783725737273,"inc",-1.30580722672526,0.264797079759863,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_Correlation_AGP_5_03_256",0.801783725737273,"dec",0.698806533246693,-0.644664295759995,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_Correlation_BODIPYRNA_10_01_256",0.801783725737273,"inc",-1.37955249110571,0.0762293063804,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_Correlation_BODIPYRNA_20_01_256",0.801783725737273,"inc",-1.37955249110571,0.11268605315384,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_Correlation_BODIPYRNA_20_03_256",0.801783725737273,"dec",0.523422193692376,-0.686608521158586,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_Correlation_BODIPYRNA_5_03_256",0.801783725737273,"dec",0.93106943721062,-0.30377307847971,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_Correlation_DNA_10_01_256",0.801783725737273,"inc",-1.37955249110571,-0.0754327454932862,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_Correlation_DNA_10_02_256",0.801783725737273,"inc",-1.37955249110571,-0.15463027855243,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_Correlation_DNA_10_03_256",0.801783725737273,"dec",0.353062773013151,-0.686608521158586,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_Correlation_DNA_20_03_256",0.801783725737273,"dec",0.548558462374907,-0.505252698423122,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.049745990721503,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_Correlation_Mito_20_01_256",0.809039834955891,"inc",-1.37955249110571,0.366502493113384,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.049745990721503,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_Correlation_Mito_20_03_256",0.809039834955891,"dec",0.835017586148453,-0.56056164670846,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_InfoMeas1_AGP_5_01_256",0.801783725737273,"dec",1.37955249110571,-0.0754327454932862,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_InfoMeas1_AGP_5_03_256",0.801783725737273,"inc",-0.590912901088777,0.686608521158586,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_InfoMeas1_BODIPYRNA_10_01_256",0.801783725737273,"dec",1.37955249110571,0.350622419870692,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_InfoMeas1_BODIPYRNA_20_03_256",0.801783725737273,"dec",1.30580722672526,0.30377307847971,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_InfoMeas1_BODIPYRNA_5_01_256",0.801783725737273,"dec",1.30580722672526,-0.23085958493283,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_InfoMeas1_BODIPYRNA_5_03_256",0.801783725737273,"inc",-0.829430362036753,0.30377307847971,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_InfoMeas1_DNA_10_02_256",0.801783725737273,"dec",1.37955249110571,0.356109898495842,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_InfoMeas1_DNA_10_03_256",0.801783725737273,"inc",0.40503077130628,1.23614398827269,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_InfoMeas1_DNA_5_01_256",0.801783725737273,"dec",1.37955249110571,-0.11268605315384,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_InfoMeas1_DNA_5_03_256",0.801783725737273,"inc",-0.857324172830169,0.612898466724592,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_InfoMeas1_Mito_20_03_256",0.801783725737273,"dec",0.903184902082108,-0.228340332986424,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_InfoMeas1_Mito_5_01_256",0.801783725737273,"inc",-1.37955249110571,0.0833060881644215,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_InfoMeas2_AGP_5_03_256",0.801783725737273,"dec",0.199919147752524,-0.91784429522484,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_InfoMeas2_BODIPYRNA_5_01_256",0.801783725737273,"inc",-1.37955249110571,0.23085958493283,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Texture_InfoMeas2_BODIPYRNA_5_03_256",0.801783725737273,"dec",0.297137139148364,-0.468795951649682,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cytoplasm_AreaShape_Zernike_1_1",0.801783725737273,"inc",0.353062773013151,1.23614398827269,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cytoplasm_AreaShape_Zernike_3_3",0.801783725737273,"inc",0.146889068276577,1.09204147319778,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cytoplasm_Texture_Correlation_AGP_5_03_256",0.801783725737273,"dec",0.698806533246693,-0.597814954369013,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.049745990721503,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cytoplasm_Texture_Correlation_BODIPYRNA_20_03_256",0.809039834955891,"dec",0.835017586148453,-0.424332474304685,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cytoplasm_Texture_Correlation_DNA_10_01_256",0.801783725737273,"inc",-1.37955249110571,-0.505252698423122,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cytoplasm_Texture_Correlation_DNA_10_03_256",0.801783725737273,"dec",0.199919147752524,-1.02000258490116,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0435966448855414,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cytoplasm_Texture_Correlation_DNA_20_03_256",0.832050294337843,"dec",0.618521114209721,-0.521585647988613,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cytoplasm_Texture_Correlation_DNA_5_03_256",0.801783725737273,"dec",0.00335900259520901,-1.06194681029975,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cytoplasm_Texture_InfoMeas1_BODIPYRNA_5_01_256",0.801783725737273,"inc",-1.37955249110571,-0.505252698423122,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cytoplasm_Texture_InfoMeas1_BODIPYRNA_5_03_256",0.801783725737273,"inc",-0.659633246594136,0.91784429522484,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cytoplasm_Texture_InfoMeas1_DNA_5_03_256",0.801783725737273,"inc",-0.150248070871786,1.18929464688171,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cytoplasm_Texture_InfoMeas1_Mito_5_01_256",0.801783725737273,"dec",1.30580722672526,0.230063024045716,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cytoplasm_Texture_InfoMeas1_Mito_5_03_256",0.801783725737273,"inc",-0.489273825914911,0.669853842665638,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cytoplasm_Texture_InfoMeas2_BODIPYRNA_5_03_256",0.801783725737273,"dec",0.198857066569706,-1.23614398827269,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cytoplasm_Texture_InfoMeas2_Mito_5_01_256",0.801783725737273,"inc",-1.37955249110571,-0.230063024045716,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cytoplasm_Texture_InfoMeas2_Mito_5_03_256",0.801783725737273,"dec",0.4440238328122,-0.669853842665638,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Nuclei_AreaShape_MaximumRadius",0.801783725737273,"inc",-1.37955249110571,-0.164226312282859,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Nuclei_AreaShape_Zernike_6_2",0.801783725737273,"dec",1.37955249110571,0.276912365436698,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Nuclei_Correlation_Correlation_AGP_DNA",0.801783725737273,"inc",-1.37955249110571,-0.542506006083675,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Nuclei_Correlation_Overlap_AGP_DNA",0.801783725737273,"inc",-1.37955249110571,-0.0993213302670925,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.049745990721503,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Nuclei_Granularity_8_Mito",0.809039834955891,"inc",-1.276899217303,0.567221875354148,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Nuclei_RadialDistribution_FracAtD_AGP_2of4",0.801783725737273,"inc",0.150248070871786,1.23614398827269,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Nuclei_RadialDistribution_FracAtD_AGP_4of4",0.801783725737273,"dec",0.49709204959301,-1.23614398827269,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Nuclei_RadialDistribution_FracAtD_Mito_2of4",0.801783725737273,"inc",-0.167000418084016,1.06194681029975,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Nuclei_RadialDistribution_MeanFrac_AGP_1of4",0.801783725737273,"inc",-1.37955249110571,-0.228340332986423,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Nuclei_Texture_Contrast_BODIPYRNA_10_01_256",0.801783725737273,"inc",-1.24334143820395,0.412591596801718,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Nuclei_Texture_Correlation_AGP_10_01_256",0.801783725737273,"inc",-1.37955249110571,0.228340332986424,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Nuclei_Texture_Correlation_AGP_10_03_256",0.801783725737273,"dec",0.709304323474874,-0.377483132913703,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Nuclei_Texture_Correlation_AGP_5_01_256",0.801783725737273,"inc",-1.37955249110571,0.222852854361273,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Nuclei_Texture_Correlation_AGP_5_03_256",0.801783725737273,"dec",0.625061268866243,-0.377483132913703,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Nuclei_Texture_Correlation_BODIPYRNA_10_03_256",0.801783725737273,"dec",0.254782700434493,-0.797623408175057,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Nuclei_Texture_Correlation_BODIPYRNA_5_01_256",0.801783725737273,"inc",-1.37955249110571,0.00251925194640673,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Nuclei_Texture_Correlation_BODIPYRNA_5_03_256",0.801783725737273,"dec",0.454701848187018,-0.725584519878432,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Nuclei_Texture_Correlation_Mito_10_03_256",0.801783725737273,"dec",0.625061268866243,-0.521585647988613,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Nuclei_Texture_Entropy_BODIPYRNA_10_01_256",0.801783725737273,"inc",-1.37955249110571,-0.065836711762858,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.0571428571428571,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Nuclei_Texture_SumVariance_BODIPYRNA_10_01_256",0.801783725737273,"inc",-1.37955249110571,0.165022873169972,3,4,0.498310291858679
"nontargeting control","siMTAP","basal",0.117524868096639,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Children_SmallBODIPYObjects_Count",0.676123403782813,"inc",-0.457055571051912,0.450744212615359,3,4,0.746059304285868
"nontargeting control","siMTAP","basal",0.114285714285714,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Correlation_Correlation_AGP_BODIPYRNA",0.668153104781061,"inc",-0.150248070871786,0.979355420043944,3,4,0.746059304285868
"nontargeting control","siMTAP","basal",0.118670345564583,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Granularity_16_AGP",0.663488802697037,"inc",-0.709102503409024,0.444797145675309,3,4,0.746059304285868
"nontargeting control","siMTAP","basal",0.114285714285714,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Granularity_4_DNA",0.668153104781061,"inc",-1.30580722672526,-0.56056164670846,3,4,0.746059304285868
"nontargeting control","siMTAP","basal",0.114285714285714,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Correlation_K_BODIPYRNA_DNA",0.668153104781061,"dec",-0.418887564129669,-1.18929464688171,3,4,0.746059304285868
"nontargeting control","siMTAP","basal",0.114285714285714,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Correlation_K_DNA_BODIPYRNA",0.668153104781061,"inc",0.418887564129669,1.18929464688171,3,4,0.746059304285868
"nontargeting control","siMTAP","basal",0.114285714285714,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Granularity_2_BODIPYRNA",0.668153104781061,"dec",-0.467496559827589,-1.18929464688171,3,4,0.746059304285868
"nontargeting control","siMTAP","basal",0.118670345564583,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Granularity_7_Mito",0.663488802697037,"inc",-1.15919474843706,-0.593571765588975,3,4,0.746059304285868
"nontargeting control","siMTAP","basal",0.118670345564583,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Granularity_8_Mito",0.663488802697037,"inc",-1.15919474843706,-0.0736572837377297,3,4,0.746059304285868
"nontargeting control","siMTAP","basal",0.114285714285714,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Granularity_2_Mito",0.668153104781061,"inc",-1.13544780604603,0.68908223331096,3,4,0.746059304285868
"nontargeting control","siMTAP","basal",0.118670345564583,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Granularity_7_Mito",0.663488802697037,"inc",-1.15919474843706,-0.518139020095688,3,4,0.746059304285868
