"basal","tgfb","pvalue","Metadata_Plate","featureName","effectSize","direction","basalMean","tgfbMean","basalN","tgfbN","qvalue"
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_K_DNA_BODIPYRNA",0.82572282384477,"inc",-0.921864269688929,0.359030593610155,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_Overlap_AGP_BODIPYRNA",0.82572282384477,"inc",-0.72400789247241,1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_Overlap_AGP_DNA",0.82572282384477,"inc",-0.9591110909029,0.670199567564127,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_Overlap_AGP_Mito",0.82572282384477,"inc",-0.21619075445174,1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_Overlap_BODIPYRNA_DNA",0.82572282384477,"inc",-1.18161597831572,0.837578605664565,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_Overlap_BODIPYRNA_Mito",0.82572282384477,"inc",-0.755712078679099,0.876680154926355,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_1_AGP",0.82572282384477,"dec",0.268424609475722,-1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_1_BODIPYRNA",0.82572282384477,"inc",-0.268424609475722,1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_1_DNA",0.82572282384477,"inc",-0.780770811524775,0.919213880370052,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_2_AGP",0.82572282384477,"dec",0.268424609475722,-1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_2_BODIPYRNA",0.82572282384477,"dec",0.268424609475722,-0.752542120712137,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_2_Mito",0.82572282384477,"dec",0.268424609475722,-1.14991179210903,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_3_AGP",0.82572282384477,"dec",0.268424609475722,-1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_3_Mito",0.82572282384477,"dec",0.268424609475722,-1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_4_AGP",0.82572282384477,"dec",0.21619075445174,-1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_4_BODIPYRNA",0.82572282384477,"dec",-0.215735656714935,-1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_4_DNA",0.82572282384477,"inc",-0.434229177691858,1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_4_Mito",0.82572282384477,"dec",-0.109389271957465,-1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_IntegratedIntensityEdge_AGP",0.82572282384477,"inc",-0.28362846946928,0.892704454976942,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_IntegratedIntensityEdge_BODIPYRNA",0.82572282384477,"inc",-0.21619075445174,1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_IntegratedIntensityEdge_Mito",0.82572282384477,"inc",-0.453426644608615,0.927406904696211,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_IntegratedIntensity_AGP",0.82572282384477,"inc",-0.986651595387592,0.672787357027317,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_IntegratedIntensity_BODIPYRNA",0.82572282384477,"inc",-0.32930636990709,0.919213880370052,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_LowerQuartileIntensity_BODIPYRNA",0.82572282384477,"inc",0.189618729202944,1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_LowerQuartileIntensity_DNA",0.82572282384477,"inc",0.21619075445174,1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_LowerQuartileIntensity_Mito",0.82572282384477,"inc",0.0291598147119866,1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_MADIntensity_Mito",0.82572282384477,"dec",0.268424609475722,-0.862513561173374,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_MassDisplacement_AGP",0.82572282384477,"dec",0.132918410006266,-1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_MassDisplacement_BODIPYRNA",0.82572282384477,"dec",-0.268424609475722,-1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_MassDisplacement_DNA",0.82572282384477,"dec",-0.268424609475722,-1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_MaxIntensityEdge_AGP",0.82572282384477,"inc",-0.219360712418702,0.892704454976942,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_MedianIntensity_BODIPYRNA",0.82572282384477,"inc",0.242307681963731,1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_MinIntensityEdge_DNA",0.82572282384477,"inc",-0.162078224718252,1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_AreaShape_Area",0.82572282384477,"dec",0.257056444220484,-1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_AreaShape_MeanRadius",0.82572282384477,"dec",0.619686310561557,-1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_4_0",0.82572282384477,"inc",-0.943924990422035,1.0309059188527,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_4_4",0.82572282384477,"inc",-1.07164453785448,1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_6_2",0.82572282384477,"inc",-0.576189827297791,1.0533142623795,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_6_6",0.82572282384477,"inc",-0.505576971351173,1.11417826329818,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_8_4",0.82572282384477,"inc",-0.755192510031013,0.756167176415904,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_8_6",0.82572282384477,"inc",-0.736862234556035,1.0149442186578,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Correlation_Correlation_AGP_Mito",0.82572282384477,"dec",0.698429590978649,-1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Correlation_Overlap_AGP_DNA",0.82572282384477,"inc",-0.845558137223438,1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Correlation_Overlap_AGP_Mito",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Correlation_Overlap_DNA_Mito",0.82572282384477,"inc",-1.08501844858619,1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Granularity_1_AGP",0.82572282384477,"inc",-0.106346384757469,1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Granularity_1_Mito",0.82572282384477,"inc",-0.268424609475722,1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Granularity_2_AGP",0.82572282384477,"dec",0.141093458164154,-1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Granularity_2_BODIPYRNA",0.82572282384477,"dec",0.30012879568241,-0.861000268770253,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Granularity_2_Mito",0.82572282384477,"dec",0.30012879568241,-0.986651595387592,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Granularity_3_Mito",0.82572282384477,"dec",0.30012879568241,-0.519489508101112,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Granularity_4_Mito",0.82572282384477,"dec",0.268424609475722,-0.819979835729677,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_AreaShape_Area",0.82572282384477,"dec",0.356829114879089,-0.999201732646012,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_0_0",0.82572282384477,"inc",-0.342901538058973,0.942501413449333,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_3_1",0.82572282384477,"inc",-0.906422138142113,0.891774663679477,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_3_3",0.82572282384477,"inc",-0.585806428596651,0.741994395513927,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_AreaShape_Zernike_9_7",0.82572282384477,"inc",-0.558265924111959,0.808401031439885,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_AGP_BODIPYRNA",0.82572282384477,"dec",0.30012879568241,-0.9591110909029,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_AGP_Mito",0.82572282384477,"dec",0.268424609475722,-1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_BODIPYRNA_DNA",0.82572282384477,"dec",0.825266739959402,-0.822567625192867,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_BODIPYRNA_Mito",0.82572282384477,"dec",0.782733014515705,-0.919213880370052,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_DNA_Mito",0.82572282384477,"dec",0,-1.08501844858619,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Correlation_K_BODIPYRNA_Mito",0.82572282384477,"dec",0.0802294572454788,-1.0533142623795,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00749495751693525,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Granularity_13_Mito",0.880830329272055,"dec",0.671381539567309,-0.791638607743375,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Granularity_1_BODIPYRNA",0.82572282384477,"inc",-0.268424609475722,0.986651595387592,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Granularity_1_DNA",0.82572282384477,"inc",-0.268424609475722,1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Granularity_2_BODIPYRNA",0.82572282384477,"dec",0.424266829896629,-0.643627542315331,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Granularity_2_Mito",0.82572282384477,"dec",0.356829114879089,-0.519489508101112,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Granularity_3_AGP",0.82572282384477,"dec",0.106346384757469,-1.01581141009958,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Granularity_3_BODIPYRNA",0.82572282384477,"dec",0.268424609475722,-0.548649322813099,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00749495751693525,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Granularity_3_DNA",0.880830329272055,"dec",0.356829114879089,-0.70546729082077,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Granularity_3_Mito",0.82572282384477,"dec",0.268424609475722,-0.667756483863542,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Granularity_4_BODIPYRNA",0.82572282384477,"dec",0.242307681963731,-1.02577375789481,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Granularity_4_Mito",0.82572282384477,"dec",0.242307681963731,-1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Granularity_5_BODIPYRNA",0.82572282384477,"dec",0.176826986975005,-1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Granularity_5_DNA",0.82572282384477,"dec",0.132918410006266,-0.819979835729677,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Intensity_MaxIntensityEdge_BODIPYRNA",0.82572282384477,"inc",0.215735656714935,1.18161597831572,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Neighbors_PercentTouching_Adjacent",0.82572282384477,"inc",-0.0557318399607828,1.14991179210903,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_RadialDistribution_FracAtD_AGP_1of4",0.82572282384477,"dec",0.519489508101112,-0.445251596450727,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_RadialDistribution_FracAtD_BODIPYRNA_1of4",0.82572282384477,"dec",0.558367211906077,-0.698429590978649,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_RadialDistribution_FracAtD_BODIPYRNA_3of4",0.82572282384477,"inc",-0.558367211906077,0.725970095463341,5,5,0.0140422441506033
"nontargeting control","nontargeting control",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_RadialDistribution_FracAtD_DNA_1of4",0.82572282384477,"inc",-0.365022139205248,1.0574779441015,5,5,0.0140422441506033
