"reference","treatment","stimulation","pvalue","Metadata_Plate","features","effectSize","direction","referenceMean","treatmentMean","referenceN","treatmentN","qvalue","feature_measure","feature_channel","color","cell"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_6_0",0.82572282384477,"inc",-0.726899886760805,0.975047008124952,5,5,0.0240316008883356,"Location/Shape/Size/Neighbor/Count","Compartment","#A2A79F","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_6_2",0.82572282384477,"inc",-0.975047008124952,0.954080217739125,5,5,0.0240316008883356,"Location/Shape/Size/Neighbor/Count","Compartment","#A2A79F","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_6_4",0.82572282384477,"inc",0.215735656714935,1.18161597831572,5,5,0.0240316008883356,"Location/Shape/Size/Neighbor/Count","Compartment","#A2A79F","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_6_6",0.82572282384477,"dec",1.18161597831572,-0.0302806092339872,5,5,0.0240316008883356,"Location/Shape/Size/Neighbor/Count","Compartment","#A2A79F","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_7_1",0.82572282384477,"inc",-1.18161597831572,0.230939516708493,5,5,0.0240316008883356,"Location/Shape/Size/Neighbor/Count","Compartment","#A2A79F","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_7_5",0.82572282384477,"dec",1.18161597831572,-0.111933643452167,5,5,0.0240316008883356,"Location/Shape/Size/Neighbor/Count","Compartment","#A2A79F","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_8_0",0.82572282384477,"inc",-1.06663944766355,1.0107805369358,5,5,0.0240316008883356,"Location/Shape/Size/Neighbor/Count","Compartment","#A2A79F","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_8_2",0.82572282384477,"inc",-1.12075197739704,0.954080217739125,5,5,0.0240316008883356,"Location/Shape/Size/Neighbor/Count","Compartment","#A2A79F","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_8_4",0.82572282384477,"inc",-1.18161597831572,0.936138338385023,5,5,0.0240316008883356,"Location/Shape/Size/Neighbor/Count","Compartment","#A2A79F","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_8_6",0.82572282384477,"inc",-0.294498782033471,1.18161597831572,5,5,0.0240316008883356,"Location/Shape/Size/Neighbor/Count","Compartment","#A2A79F","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_8_8",0.82572282384477,"dec",1.12075197739704,-0.357284212615894,5,5,0.0240316008883356,"Location/Shape/Size/Neighbor/Count","Compartment","#A2A79F","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_9_7",0.82572282384477,"dec",1.14991179210903,-0.195205987897642,5,5,0.0240316008883356,"Location/Shape/Size/Neighbor/Count","Compartment","#A2A79F","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_AreaShape_Zernike_9_9",0.82572282384477,"dec",1.18161597831572,-0.39256264368994,5,5,0.0240316008883356,"Location/Shape/Size/Neighbor/Count","Compartment","#A2A79F","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_Correlation_AGP_BODIPYRNA",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356,"Correlation","Combination","#818C7D","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_Correlation_AGP_DNA",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356,"Correlation","Combination","#818C7D","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_Correlation_AGP_Mito",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356,"Correlation","Combination","#818C7D","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_Correlation_BODIPYRNA_DNA",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356,"Correlation","Combination","#818C7D","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_Correlation_BODIPYRNA_Mito",0.82572282384477,"inc",-0.268424609475722,1.18161597831572,5,5,0.0240316008883356,"Correlation","Combination","#818C7D","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_K_AGP_DNA",0.82572282384477,"inc",-0.921864269688929,0.114976530652163,5,5,0.0240316008883356,"Correlation","Combination","#818C7D","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_K_BODIPYRNA_Mito",0.82572282384477,"inc",-0.502989181887982,1.02577375789481,5,5,0.0240316008883356,"Correlation","Combination","#818C7D","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_K_Mito_BODIPYRNA",0.82572282384477,"dec",0.408979441621646,-1.08501844858619,5,5,0.0240316008883356,"Correlation","Combination","#818C7D","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_Overlap_AGP_Mito",0.82572282384477,"dec",-0.21619075445174,-1.18161597831572,5,5,0.0240316008883356,"Correlation","Combination","#818C7D","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Correlation_Overlap_BODIPYRNA_DNA",0.82572282384477,"inc",-1.18161597831572,0.265231492378372,5,5,0.0240316008883356,"Correlation","Combination","#818C7D","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_1_AGP",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356,"Granularity","AGP","#F2CF40","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_1_BODIPYRNA",0.82572282384477,"dec",-0.268424609475722,-1.18161597831572,5,5,0.0240316008883356,"Granularity","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_2_AGP",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356,"Granularity","AGP","#F2CF40","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_2_BODIPYRNA",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356,"Granularity","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_2_Mito",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356,"Granularity","Mito","#F56364","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_3_AGP",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356,"Granularity","AGP","#F2CF40","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_3_Mito",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356,"Granularity","Mito","#F56364","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_4_AGP",0.82572282384477,"inc",0.21619075445174,1.18161597831572,5,5,0.0240316008883356,"Granularity","AGP","#F2CF40","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_4_BODIPYRNA",0.82572282384477,"inc",-0.215735656714935,1.18161597831572,5,5,0.0240316008883356,"Granularity","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_4_Mito",0.82572282384477,"inc",-0.109389271957465,1.18161597831572,5,5,0.0240316008883356,"Granularity","Mito","#F56364","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Granularity_5_BODIPYRNA",0.82572282384477,"inc",-0.598656920320044,1.02577375789481,5,5,0.0240316008883356,"Granularity","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_IntegratedIntensityEdge_BODIPYRNA",0.82572282384477,"dec",-0.21619075445174,-1.18161597831572,5,5,0.0240316008883356,"Intensity","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_LowerQuartileIntensity_BODIPYRNA",0.82572282384477,"dec",0.189618729202944,-1.18161597831572,5,5,0.0240316008883356,"Intensity","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_LowerQuartileIntensity_DNA",0.82572282384477,"dec",0.21619075445174,-1.18161597831572,5,5,0.0240316008883356,"Intensity","DNA","#65A7DB","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_LowerQuartileIntensity_Mito",0.82572282384477,"dec",0.0291598147119866,-1.14991179210903,5,5,0.0240316008883356,"Intensity","Mito","#F56364","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_MADIntensity_DNA",0.82572282384477,"dec",0.329288610394397,-0.892704454976942,5,5,0.0240316008883356,"Intensity","DNA","#65A7DB","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_MADIntensity_Mito",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356,"Intensity","Mito","#F56364","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_MassDisplacement_AGP",0.82572282384477,"inc",0.132918410006266,1.18161597831572,5,5,0.0240316008883356,"Intensity","AGP","#F2CF40","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_MassDisplacement_BODIPYRNA",0.82572282384477,"inc",-0.268424609475722,1.18161597831572,5,5,0.0240316008883356,"Intensity","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_MassDisplacement_DNA",0.82572282384477,"inc",-0.268424609475722,1.11417826329818,5,5,0.0240316008883356,"Intensity","DNA","#65A7DB","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_MaxIntensityEdge_DNA",0.82572282384477,"dec",0.563398085069852,-0.921864269688929,5,5,0.0240316008883356,"Intensity","DNA","#65A7DB","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_MeanIntensity_BODIPYRNA",0.82572282384477,"dec",0.303171682882406,-1.11417826329818,5,5,0.0240316008883356,"Intensity","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_MedianIntensity_BODIPYRNA",0.82572282384477,"dec",0.242307681963731,-1.18161597831572,5,5,0.0240316008883356,"Intensity","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_MinIntensityEdge_DNA",0.82572282384477,"dec",-0.162078224718252,-1.18161597831572,5,5,0.0240316008883356,"Intensity","DNA","#65A7DB","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_StdIntensityEdge_DNA",0.82572282384477,"dec",0.356829114879089,-1.18161597831572,5,5,0.0240316008883356,"Intensity","DNA","#65A7DB","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Intensity_StdIntensity_DNA",0.82572282384477,"dec",1.12075197739704,-0.27659965763361,5,5,0.0240316008883356,"Intensity","DNA","#65A7DB","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Correlation_Correlation_AGP_DNA",0.82572282384477,"inc",-0.141093458164154,1.18161597831572,5,5,0.0240316008883356,"Correlation","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Correlation_Correlation_DNA_Mito",0.82572282384477,"inc",-0.529106109399973,1.06663944766355,5,5,0.0240316008883356,"Correlation","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Correlation_K_DNA_Mito",0.82572282384477,"inc",-0.16766548341295,1.18161597831572,5,5,0.0240316008883356,"Correlation","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Correlation_Overlap_AGP_Mito",0.82572282384477,"dec",0.268424609475722,-0.533656101854094,5,5,0.0240316008883356,"Correlation","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Granularity_14_Mito",0.82572282384477,"dec",1.18161597831572,0.0192116221534372,5,5,0.0240316008883356,"Granularity","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Granularity_1_AGP",0.82572282384477,"dec",-0.106346384757469,-1.18161597831572,5,5,0.0240316008883356,"Granularity","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Granularity_1_Mito",0.82572282384477,"dec",-0.268424609475722,-1.18161597831572,5,5,0.0240316008883356,"Granularity","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Granularity_3_BODIPYRNA",0.82572282384477,"inc",0.0567003191966786,1.18161597831572,5,5,0.0240316008883356,"Granularity","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Granularity_4_BODIPYRNA",0.82572282384477,"inc",-0.0965975297295264,1.18161597831572,5,5,0.0240316008883356,"Granularity","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Granularity_4_Mito",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356,"Granularity","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_LargeBODIPYObjects_Intensity_MassDisplacement_BODIPYRNA",0.82572282384477,"inc",0.159035337518256,1.18161597831572,5,5,0.0240316008883356,"Intensity","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_AGP_Mito",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356,"Correlation","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_DNA_Mito",0.82572282384477,"inc",0,1.11417826329818,5,5,0.0240316008883356,"Correlation","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Correlation_K_BODIPYRNA_Mito",0.82572282384477,"inc",0.0802294572454788,1.18161597831572,5,5,0.0240316008883356,"Correlation","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Granularity_1_BODIPYRNA",0.82572282384477,"dec",-0.268424609475722,-1.18161597831572,5,5,0.0240316008883356,"Granularity","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Granularity_1_DNA",0.82572282384477,"dec",-0.268424609475722,-1.18161597831572,5,5,0.0240316008883356,"Granularity","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Granularity_3_AGP",0.82572282384477,"inc",0.106346384757469,1.14991179210903,5,5,0.0240316008883356,"Granularity","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Granularity_3_BODIPYRNA",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356,"Granularity","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
"nontargeting control","siMTAP","basal",0.00793650793650794,"2024_0523_LP_FAA_PRIMARY_CFB_PLATE2_T12_10_14","Cells_Mean_SmallBODIPYObjects_Granularity_3_Mito",0.82572282384477,"inc",0.268424609475722,1.18161597831572,5,5,0.0240316008883356,"Granularity","BODIPYRNA","#4FAC2C","CFB
 qvalue ≤ 0.2"
