"basal","tgfb","pvalue","Metadata_Plate","featureName","effectSize","direction","basalMean","tgfbMean","basalN","tgfbN","qvalue"
"nontargeting control","nontargeting control",0.0261791970636472,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Granularity_13_BODIPYRNA",0.842294164445806,"dec",1.07354432276133,-0.435848847820582,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Granularity_1_AGP",0.790569415042095,"dec",0.686964752150944,-0.997337401400172,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Granularity_1_BODIPYRNA",0.790569415042095,"inc",-0.98972487810313,1.1126194134601,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Granularity_2_AGP",0.790569415042095,"dec",0.879101438917491,-0.614961196238048,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Granularity_2_BODIPYRNA",0.790569415042095,"dec",0.986995071075407,-0.594472175571569,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Granularity_2_DNA",0.790569415042095,"dec",1.37955249110571,0.0335553803188724,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Granularity_2_Mito",0.790569415042095,"dec",0.709304323474874,-0.939706290762872,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Granularity_3_AGP",0.790569415042095,"dec",0.847259268217321,-0.932601222105422,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Granularity_3_DNA",0.790569415042095,"dec",0.93106943721062,-0.149116886070266,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Granularity_3_Mito",0.790569415042095,"dec",1.091363953277,-0.976848380733692,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Granularity_4_AGP",0.790569415042095,"dec",0.686964752150944,-0.837490638355337,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Granularity_4_BODIPYRNA",0.790569415042095,"dec",0.80535617453704,-0.865319102864194,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Granularity_4_DNA",0.790569415042095,"inc",-1.30580722672526,0.119314239941824,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Granularity_4_Mito",0.790569415042095,"dec",1.03716773346738,-1.07906403314123,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Granularity_6_DNA",0.790569415042095,"inc",-0.857324172830169,0.281135184606244,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Granularity_7_DNA",0.790569415042095,"inc",-0.79485838430886,0.416568834190687,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Granularity_8_DNA",0.790569415042095,"inc",-0.879101438917491,0.390118522529264,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Intensity_IntegratedIntensityEdge_BODIPYRNA",0.790569415042095,"inc",-1.13544780604603,0.834138303888317,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Intensity_IntegratedIntensityEdge_Mito",0.790569415042095,"inc",-1.0857767291653,0.95143571750537,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Intensity_IntegratedIntensity_DNA",0.790569415042095,"inc",-1.03939595498387,0.396417196666172,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Intensity_LowerQuartileIntensity_DNA",0.790569415042095,"inc",-0.879101438917491,1.07906403314123,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Intensity_LowerQuartileIntensity_Mito",0.790569415042095,"inc",-0.98972487810313,1.07906403314123,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Intensity_MADIntensity_DNA",0.790569415042095,"inc",-0.879101438917491,1.07906403314123,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Intensity_MaxIntensityEdge_BODIPYRNA",0.790569415042095,"inc",-1.03716773346738,0.834138303888317,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Intensity_MaxIntensityEdge_DNA",0.790569415042095,"inc",-0.842835809826552,1.07906403314123,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Intensity_MeanIntensity_BODIPYRNA",0.790569415042095,"inc",-1.03716773346738,0.94704573460525,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Intensity_MedianIntensity_BODIPYRNA",0.790569415042095,"inc",-1.03716773346738,1.01808058803691,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Intensity_MinIntensityEdge_DNA",0.790569415042095,"inc",-0.829430362036753,1.07906403314123,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Intensity_StdIntensityEdge_BODIPYRNA",0.790569415042095,"inc",-1.0857767291653,0.771417526150692,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Intensity_StdIntensityEdge_DNA",0.790569415042095,"inc",-0.879101438917491,1.1126194134601,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_AreaShape_Area",0.790569415042095,"inc",-1.091363953277,0.386766188062244,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_AreaShape_Compactness",0.790569415042095,"inc",-1.091363953277,0.558641662326372,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_AreaShape_Eccentricity",0.790569415042095,"dec",1.07354432276133,-0.878722845658552,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_AreaShape_Orientation",0.790569415042095,"inc",-1.04946085959672,0.559579862342802,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_2_2",0.790569415042095,"inc",-0.646838534953565,0.609633013321497,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_4_2",0.790569415042095,"dec",0.540075683874367,-0.741313928715511,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_5_3",0.790569415042095,"dec",0.89250688670729,-0.812348782147169,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_7_1",0.790569415042095,"dec",0.89250688670729,-0.778793401828296,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_7_7",0.790569415042095,"dec",0.659633246594136,-0.69706677008724,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_8_8",0.790569415042095,"dec",0.829430362036753,-0.812348782147169,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_9_1",0.790569415042095,"dec",0.938887660888719,-0.843529581123046,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_9_7",0.790569415042095,"dec",0.562415255198296,-0.812348782147169,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_AreaShape_Zernike_9_9",0.790569415042095,"dec",0.562415255198296,-0.778793401828296,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Correlation_Correlation_AGP_BODIPYRNA",0.790569415042095,"dec",0.637293675270206,-0.902798575976979,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Correlation_Correlation_AGP_DNA",0.790569415042095,"dec",0.686964752150944,-0.94704573460525,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Correlation_Correlation_AGP_Mito",0.790569415042095,"dec",0.965650690603417,-0.908525491786995,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Correlation_Correlation_BODIPYRNA_Mito",0.790569415042095,"dec",0.637293675270206,-0.778793401828296,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Correlation_Correlation_DNA_Mito",0.790569415042095,"dec",0.903184902082108,-0.80698830802669,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Correlation_K_BODIPYRNA_DNA",0.790569415042095,"inc",-0.418887564129669,0.507417360913962,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Correlation_K_DNA_BODIPYRNA",0.790569415042095,"dec",0.418887564129669,-0.507417360913962,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Correlation_Overlap_AGP_Mito",0.790569415042095,"inc",-0.523422193692376,1.1126194134601,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0324733203260696,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Granularity_12_AGP",0.810092587300983,"dec",0.913249806694956,-0.221995782455566,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Granularity_1_DNA",0.790569415042095,"dec",0.965650690603417,-0.94704573460525,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Granularity_2_AGP",0.790569415042095,"dec",0.745620193043454,-1.01808058803691,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Granularity_2_BODIPYRNA",0.790569415042095,"inc",-0.467496559827589,0.980601114924122,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Granularity_3_BODIPYRNA",0.790569415042095,"inc",-0.637293675270206,1.01040376105256,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Granularity_3_Mito",0.790569415042095,"inc",-0.847259268217321,0.78482126894505,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Granularity_4_BODIPYRNA",0.790569415042095,"inc",-0.965650690603417,0.717539149703822,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Granularity_4_Mito",0.790569415042095,"inc",-0.955152900375237,0.681268683627621,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Granularity_5_BODIPYRNA",0.790569415042095,"inc",-0.847259268217321,0.52947626490762,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Granularity_5_DNA",0.790569415042095,"inc",-0.847259268217321,0.673291991075552,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Granularity_5_Mito",0.790569415042095,"inc",-1.07354432276133,0.182672266389139,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Granularity_7_DNA",0.790569415042095,"inc",-0.805356174537041,0.703094637203994,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0324733203260696,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Granularity_7_Mito",0.810092587300983,"inc",-1.15919474843706,0.255085272668231,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Granularity_8_BODIPYRNA",0.790569415042095,"inc",-0.590912901088777,0.213853065365016,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0324733203260696,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Granularity_8_DNA",0.810092587300983,"inc",-0.805918479773649,0.600511118339278,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0324733203260696,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Granularity_8_Mito",0.810092587300983,"inc",-1.15919474843706,-0.092523423866067,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Intensity_IntegratedIntensityEdge_BODIPYRNA",0.790569415042095,"inc",-1.18741580433916,0.742951812932144,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Intensity_LowerQuartileIntensity_BODIPYRNA",0.790569415042095,"inc",-1.18741580433916,0.936353956295852,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Intensity_MassDisplacement_BODIPYRNA",0.790569415042095,"dec",0.297137139148364,-0.651165086192439,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_LargeBODIPYObjects_Intensity_MaxIntensityEdge_BODIPYRNA",0.790569415042095,"inc",-1.13544780604603,0.696687827979104,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357700822324908,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_AreaShape_Eccentricity",0.795317622388645,"inc",-0.661925651511813,0.675240816510866,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0251740690093285,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_AreaShape_Extent",0.848043679412671,"dec",0.978970203694614,-0.644734783818919,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_AGP_BODIPYRNA",0.790569415042095,"dec",1.03939595498387,-0.976848380733692,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_AGP_Mito",0.790569415042095,"dec",1.13544780604603,-0.793243479727066,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Correlation_Correlation_DNA_Mito",0.790569415042095,"dec",1.13544780604603,-0.763440833598624,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Correlation_Overlap_AGP_BODIPYRNA",0.790569415042095,"inc",-0.454701848187018,0.383713138072018,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Correlation_Overlap_BODIPYRNA_Mito",0.790569415042095,"inc",-0.454701848187018,0.966156602424294,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Granularity_1_BODIPYRNA",0.790569415042095,"dec",1.13544780604603,-0.551302218483994,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Granularity_1_DNA",0.790569415042095,"dec",1.091363953277,-0.932601222105422,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Granularity_2_BODIPYRNA",0.790569415042095,"inc",-0.790867811533424,1.1126194134601,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Granularity_4_Mito",0.790569415042095,"inc",-1.07354432276133,0.343855962343868,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Granularity_5_BODIPYRNA",0.790569415042095,"inc",-1.14728958714178,0.663231896076902,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Granularity_5_Mito",0.790569415042095,"inc",-1.37955249110571,0.354547740653266,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Granularity_6_BODIPYRNA",0.790569415042095,"inc",-1.07354432276133,0.292864611348743,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Granularity_6_DNA",0.790569415042095,"inc",-1.091363953277,0.571076338668017,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Granularity_6_Mito",0.790569415042095,"inc",-1.37955249110571,0.461153375960922,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0324733203260696,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Granularity_7_DNA",0.810092587300983,"inc",-0.910955462885548,0.667264123958797,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0324733203260696,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Granularity_7_Mito",0.810092587300983,"inc",-1.15919474843706,0.0589680435471946,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0324733203260696,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Granularity_8_BODIPYRNA",0.810092587300983,"inc",-0.805918479773649,0.295579697106072,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Intensity_MaxIntensityEdge_BODIPYRNA",0.790569415042095,"inc",-1.03716773346738,1.01808058803691,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Mean_SmallBODIPYObjects_Intensity_MaxIntensity_BODIPYRNA",0.790569415042095,"inc",-1.03716773346738,1.01808058803691,3,5,0.0878224280923123
"nontargeting control","nontargeting control",0.0357142857142857,"2024_0528_LP_FAA_PRIMARY_SMC_PLATE2_T14_38_35","Cells_Neighbors_PercentTouching_Adjacent",0.790569415042095,"inc",-0.732212370640914,1.1126194134601,3,5,0.0878224280923123
